Id;EntityCreatedAt;EntityModifiedAt;MRID;DocStatusValue;AttributeInstanceComponent;LongNames;DisplayNames;LastRequestDateAndOrTime;DeactivateRequestDateAndOrTime;MarketParticipantStreetAddressCountry;MarketParticipantACERCode;MarketParticipantVATcode;Description;EICParentMarketDocumentMRID;ELCResponsibleMarketParticipantMRID;IsDeleted;AllocatedEICID
56257;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YRO--COMP----2;A05;International;Fictitious comp. control area Romania;FICT_COMP_RO;2016-10-18 00:00:00.0000000;NULL;RO;;NULL;Fictitious Area;NULL;NULL;0;3
56258;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YRO-TEL------P;A05;International;Romania;RO;2016-10-10 00:00:00.0000000;NULL;RO;;NULL;Bidding Zone, Control Area, Control Block, Market Balance Area, Member State, Scheduling Area;NULL;NULL;0;3
56259;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSE-0--------U;A05;International;Swedish cut area 1;SE_CUT_AREA_1;2011-11-21 00:00:00.0000000;NULL;NULL;;NULL;Market Balance Area;NULL;NULL;0;3
56260;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSE-1-------AZ;A05;International;Optimization area Sweden;OPT_AREA_SWEDEN;2011-11-21 00:00:00.0000000;NULL;NULL;;NULL;Market Balance Area;NULL;NULL;0;3
56261;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSE-1C-------E;A05;International;Swedish cut 1;SE_CUT_1;2011-11-21 00:00:00.0000000;NULL;NULL;;NULL;Market Balance Area;NULL;NULL;0;3
56262;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YLU-CEGEDEL-NQ;A05;International;Luxembourg;LU;2017-01-30 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56263;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSE-1--------K;A05;International;Sweden;SE;2016-10-10 00:00:00.0000000;NULL;NULL;;NULL;Control Area, Member State, Scheduling Area;NULL;NULL;0;3
56264;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YLT-1001A0008Q;A05;International;Lithuania;LT;2016-10-10 00:00:00.0000000;NULL;LT;;NULL;Bidding Zone, Control Area, Market Balance Area, Member State, Scheduling Area;NULL;NULL;0;3
56265;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YIT-GRTN-----B;A05;International;Italy;IT;2016-10-10 00:00:00.0000000;NULL;NULL;;NULL;Control Area, Control Block, Market Balance Area, Member State, Scheduling Area;NULL;NULL;0;3
56266;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-PL-SE-LT2;A05;International;Polish optimization area PLA;LT-SE4-AREA;2015-08-20 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56267;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-PL-SK---O;A05;International;Border Area Poland - Slovakia;PL-SK-AREA;2016-01-12 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56268;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-REGION-1V;A05;International;CWE Region;CWE-EU;2011-11-21 00:00:00.0000000;NULL;EU;;NULL;Market Balance Area;NULL;NULL;0;3
56269;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-RWE-NL--W;A05;International;Border area Amprion TSO GmbH (DE) TenneT TSO BV (NL);AMPRION-NL-AREA;2011-01-10 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56270;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YES-REE------0;A05;International;Spain;ES;2016-10-18 00:00:00.0000000;NULL;NULL;;NULL;Bidding Zone, Control Area, Market Balance Area, Scheduling Area;NULL;10XES-REE------E;0;3
56271;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YEU-CONT-SYNC0;A05;International;Synchronous Zone of Continental Europe;EU-CONTINENT-SYN;2016-10-18 00:00:00.0000000;NULL;DE;;NULL;Synchronous Area;NULL;10XDE-RWENET---W;0;3
56272;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YFEP-COMP----T;A05;International;Comp. Control area France-Spain-Portugal;FICT_COMP_FR;2016-10-18 00:00:00.0000000;NULL;NULL;;NULL;Fictitious Area;NULL;NULL;0;3
56273;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YFI-0--------3;A05;International;FINorth;FINORTH;2011-11-21 00:00:00.0000000;NULL;FI;;NULL;Market Balance Area;NULL;NULL;0;3
56274;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YFI-1C-------O;A05;International;Finnish cut P1;FI_CUT_P1;2011-11-21 00:00:00.0000000;NULL;FI;;NULL;Market Balance Area;NULL;NULL;0;3
56275;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YFI-1--------U;A05;International;Finland;FI;2016-10-10 00:00:00.0000000;NULL;FI;;NULL;Bidding Zone, Control Area, Market Balance Area, Member State, Scheduling Area;NULL;NULL;0;3
56276;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YFI-2--------K;A05;International;FISouth;FISOUTH;2011-11-21 00:00:00.0000000;NULL;FI;;NULL;Market Balance Area;NULL;NULL;0;3
56277;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YFR-RTE------C;A05;International;France;FR;2016-10-10 00:00:00.0000000;NULL;NULL;;NULL;Bidding Zone, Control Area, Control Block, Market Balance Area, Member State, Scheduling Area;NULL;NULL;0;3
56278;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YGB----------A;A05;International;Great Britain;GB;2016-10-10 00:00:00.0000000;NULL;GB;;NULL;Bidding Zone, Control Area, Market Balance Area, Scheduling Area;NULL;NULL;0;3
56279;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YGR-COMP-----M;A05;International;Comp. Control area Greece;COMP-HTSO-AREA;2016-10-18 00:00:00.0000000;NULL;GR;;NULL;Fictitious Area;NULL;NULL;0;3
56280;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YGR-HTSO-----Y;A05;International;Greece;GR;2016-10-10 00:00:00.0000000;NULL;GR;;NULL;Bidding Zone, Market Balance Area, Member State, Scheduling Area, Control Area;NULL;NULL;0;3
56281;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YHR-HEP------M;A05;International;Croatia;HR;2016-10-10 00:00:00.0000000;NULL;HR;;NULL;Bidding Zone, Control Area, Market Balance Area, Member State, Scheduling Area;NULL;NULL;0;3
56282;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YHU-COMP-----A;A05;International;Fictitious compensation control area Hungary;FICT-COMP-HU;2016-10-18 00:00:00.0000000;NULL;HU;;NULL;Fictitious Area;NULL;NULL;0;3
56283;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YHU-MAVIR----U;A05;International;Hungary;HU;2016-10-10 00:00:00.0000000;NULL;HU;;NULL;Bidding Zone, Control Area, Control Block, Market Balance Area, Member State, Scheduling Area;NULL;NULL;0;3
56284;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YIE-1001A00010;A05;International;Ireland;IE;2018-10-12 00:00:00.0000000;NULL;IE;;NULL;Control Area, Member State, Scheduling Area;NULL;NULL;0;3
56285;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YIT-GRTN-COMPL;A05;International;Comp. Control area Italy;GRTN_AREA_COMP;2016-10-18 00:00:00.0000000;NULL;NULL;;NULL;Fictitious Area;NULL;NULL;0;3
56286;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSE-2--------A;A05;International;Swedish cut area 2;SE_CUT_AREA_2;2011-11-21 00:00:00.0000000;NULL;NULL;;NULL;Market Balance Area;NULL;NULL;0;3
56287;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSE-2C-------4;A05;International;Swedish cut 2;SE_CUT_2;2011-11-21 00:00:00.0000000;NULL;NULL;;NULL;Market Balance Area;NULL;NULL;0;3
56288;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSE-3--------0;A05;International;Swedish cut area 3;SE_CUT_AREA_3;2011-11-21 00:00:00.0000000;NULL;NULL;;NULL;Market Balance Area;NULL;NULL;0;3
56289;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00005Y;A05;International;Denmark East – 50Hertz Combined Grid Solution;M_DK2-DE-CGS;2016-12-12 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56290;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00006W;A05;International;Denmark East – 50Hertz Combined Grid Solution Line 1;M_DK2-DE-CGS_1;2016-12-12 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56291;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00007U;A05;International;Letterkenny - Strabane;M_LETTERK-STRABA;2017-03-22 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56292;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00008S;A05;International;Louth - Tandragee 1;M_LOUTH-TANDR_1;2017-03-22 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56293;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00009Q;A05;International;Louth - Tandragee 2;M_LOUTH-TANDR_2;2017-03-22 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56294;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--000104;A05;International;Corraclassy - Enniskillen;M_CORRAC-ENNISKA;2017-03-22 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56295;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--000112;A05;International;Niederrhein-Doetinchem White;M_NIEDER-DOET-W;2017-06-26 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56296;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--000120;A05;International;RS_BA Virtual tie-line;M_RS_BA_VIRTUAL;2017-07-07 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56297;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00013Z;A05;International;Prijedor-Sisak;M_PRIJEDOR-SISAK;2017-10-24 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56298;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00014X;A05;International;Pancevo 2 - Resita ck.1;M_PAN_RES_CK1;2017-12-08 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56299;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00015V;A05;International;Pancevo 2 - Resita ck.2;M_PAN_RES_CK2;2017-12-08 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56300;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00016T;A05;International;BA_ME Virtual tie-line;M_BA_ME_VIRTUAL;2018-02-15 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56301;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00017R;A05;International;Silz - Thaur/Vill 274C;M_SILZ-THAUR274C;2018-07-19 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;10XAT-APG------Z;0;3
56302;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00018P;A05;International;Silz - Thaur/Vill 273C;M_SILZ-THAUR273C;2018-07-19 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;10XAT-APG------Z;0;3
56303;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00019N;A05;International;Westtirol - Silz 274E;M_WESTT-SILZ274E;2018-07-19 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;10XAT-APG------Z;0;3
56304;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--000201;A05;International;Westtirol - Silz 413;M_WESTT-SILZ_413;2018-07-19 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;10XAT-APG------Z;0;3
56305;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00022Y;A05;International;Westtirol - Silz 414;M_WESTT-SILZ_414;2018-07-19 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;10XAT-APG------Z;0;3
56306;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00023W;A05;International;Kotor2-Lastva_Metering Points;M_KOTOR2-LASTVA;2018-10-03 00:00:00.0000000;NULL;IT;;NULL;NULL;NULL;NULL;0;3
56307;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00024U;A05;International;Kotor1-Lastva_Metering Points;M_KOTOR1-LASTVA;2018-10-03 00:00:00.0000000;NULL;IT;;NULL;Kotor1-Lastva_Metering Points;NULL;NULL;0;3
56308;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--000031;A05;International;Denmark East – 50Hertz Combined Grid Solution Line 2;M_DK2-DE-CGS_2;2016-12-12 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56309;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--000023;A05;International;RS_MK Virtual tie-line;M_RS_MK_VIRTUAL;2016-12-05 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56310;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--000015;A05;International;RS_ME Virtual tie-line;M_RS_ME_VIRTUAL;2016-12-05 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56311;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C-000013S;A05;International;Nemo Link;M_RICHB-HERDERSB;2017-09-27 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;NULL;0;3
56312;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSE-3C-------V;A05;International;Swedish cut 3;SE_CUT_3;2011-11-21 00:00:00.0000000;NULL;NULL;;NULL;Market Balance Area;NULL;NULL;0;3
56313;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSE-4C-------R;A05;International;Swedish cut 4;SE_CUT_4;2011-11-21 00:00:00.0000000;NULL;NULL;;NULL;Market Balance Area;NULL;NULL;0;3
56314;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSE-4--------R;A05;International;Swedish cut area 4;SE_CUT_AREA_4;2011-11-21 00:00:00.0000000;NULL;NULL;;NULL;Market Balance Area;NULL;NULL;0;3
56315;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSH-COMP-----N;A05;International;Comp. Control area Slovenia – Croatia – part of Bosnia;FICT_COMP_SH;2016-10-18 00:00:00.0000000;NULL;NULL;;NULL;Fictitious Area;NULL;NULL;0;3
56316;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSI-ELES-----O;A05;International;Slovenia;SI;2016-10-10 00:00:00.0000000;NULL;SI;;NULL;Bidding Zone, Control Area, Market Balance Area, Member State;NULL;NULL;0;3
56317;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSK--COMP----0;A05;International;Slovenska elektrizacna prenosova sustava, a.s.;FICT_COMP_SK;2016-10-18 00:00:00.0000000;NULL;SL;;NULL;Fictitious Area;NULL;NULL;0;3
56318;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YSK-SEPS-----K;A05;International;Slovak Republic;SK;2016-10-10 00:00:00.0000000;NULL;NULL;;NULL;Bidding Zone, Control Area, Control Block, Market Balance Area, Member State;NULL;NULL;0;3
56319;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Y--SOUTHCOMP-9;A05;International;Fictive CA in UCTE South for Mngt of compensation UCTE Noth/South;FICT_CA_SOUTH;2016-10-18 00:00:00.0000000;NULL;NULL;;NULL;Fictitious Area;NULL;NULL;0;3
56320;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YTR--COMP----E;A05;International;Compensation area Turkey;COMP_AREA_TEIAS;2016-10-18 00:00:00.0000000;NULL;TR;;NULL;Fictitious Area;NULL;NULL;0;3
56321;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM--HR-HU--B;A05;International;Border Area Croatia Hungary;HR-HU-AREA;2011-02-14 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56322;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YTR-TEIAS----W;A05;International;TEIAS Area;TEIAS_AREA;2018-06-08 00:00:00.0000000;NULL;TR;;NULL;Market Balance Area;NULL;NULL;0;3
56323;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z-1001-10010AI;A05;International;Tie Line Koman-KosovoB;M_KOM-KOSB;2018-10-31 00:00:00.0000000;NULL;NULL;;NULL;Accounting Point;NULL;NULL;0;3
56324;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001A1001A01T;A05;International;Urosevac_Skopje;M_UROSEV_SKOPJE;2014-12-29 00:00:00.0000000;NULL;NULL;;NULL;Accounting Point;NULL;NULL;0;3
56325;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001A1001A02R;A05;International;Prizren_Fierza;M_PRIZRE_FIERZA;2014-12-29 00:00:00.0000000;NULL;NULL;;NULL;Accounting Point;NULL;NULL;0;3
56326;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001A1001A03P;A05;International;Pec_Ribrevina;M_PEC_RIBAREVIN;2014-12-29 00:00:00.0000000;NULL;NULL;;NULL;Accounting Point;NULL;NULL;0;3
56327;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001A1001A04N;A05;International;Nis_KosovoB;M_NIS_KOSOVOB;2014-12-29 00:00:00.0000000;NULL;NULL;;NULL;Accounting Point;NULL;NULL;0;3
56328;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001A1001A05L;A05;International;Krusevac_Podujevo;M_KRUSEV_PODUJE;2014-12-29 00:00:00.0000000;NULL;NULL;;NULL;Accounting Point;NULL;NULL;0;3
56329;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001A1001A06J;A05;International;Bujanovac_Berivojci;M_BUJANO_BERIVO;2014-12-29 00:00:00.0000000;NULL;NULL;;NULL;Accounting Point;NULL;NULL;0;3
56330;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001A1001A07H;A05;International;NoviPazar_Valac;M_NPAZAR_VALAC;2014-12-29 00:00:00.0000000;NULL;NULL;;NULL;Accounting Point;NULL;NULL;0;3
56331;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001A1001A08F;A05;International;Virtual Tieline Albania-Kosovo;ACC_AL-KS;2015-09-28 00:00:00.0000000;NULL;NULL;;NULL;Accounting Point;NULL;NULL;0;3
56332;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YUA-WEPS-----0;A05;International;Ukrainian Area of Burshtyn island;UA-BEI;2017-06-06 00:00:00.0000000;NULL;NULL;;NULL;Market Balance Area;NULL;10X1001C--00001X;0;3
56333;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10Z1001C--00025S;A05;International;Szabolcsbaka-ZahiroUkrainska;M_SZBAKA-ZAHID;2018-11-13 00:00:00.0000000;NULL;NULL;;NULL;NULL;NULL;10X1001A1001A329;0;3
56334;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM--GR-TR--8;A05;International;Border Area Greece-Turkey;GR-TR-AREA;2011-11-21 00:00:00.0000000;NULL;TR;;NULL;Border Area;NULL;NULL;0;3
56335;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM--FR-GB--Y;A05;International;Border area between France and the United Kingdom;FR-GB-AREA;2014-04-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56336;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A060V;A05;International;Border Area Lithuania Sweden;LT-SE-AREA;2014-09-03 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56337;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A061T;A05;International;Border between Italy and France, Austria, Slovenia, Switzerland;NORTH-ITALY-BORD;2014-09-22 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56338;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A063P;A05;International;Border area FI-SE1;FI-SE1-AREA;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56339;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A064N;A05;International;Border area FI-SE3;FI-SE3-AREA;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56340;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A065L;A05;International;Border area NO1-SE3;NO1-SE3-AREA;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56341;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A066J;A05;International;Border area NO3-SE2;NO3-SE2-AREA;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56342;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A067H;A05;International;Border area NO4-SE1;NO4-SE1-AREA;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56343;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A068F;A05;International;Border area NO4-SE2;NO4-SE2-AREA;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56344;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A069D;A05;International;Border area PL-SE4;PL-SE4-AREA;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56345;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A070S;A05;International;Border area SE1-SE2;SE1-SE2-AREA;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56346;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A071Q;A05;International;Border area SE2-SE3;SE2-SE3-AREA;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56347;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A072O;A05;International;Border area SE3-SE4;SE3-SE4-AREA;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56348;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A073M;A05;International;Border area NO1-NO2;BORDER_NO1-NO2;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56349;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A074K;A05;International;Border area NO1-NO3;BORDER_NO1-NO3;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56350;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A075I;A05;International;Border area NO1-NO5;BORDER_NO1-NO5;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56351;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A076G;A05;International;Border area NO2-NO5;BORDER_NO2-NO5;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56352;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A077E;A05;International;Border area NO3-NO4;BORDER_NO3-NO4;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56353;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A078C;A05;International;Border area NO4-FI;BORDER_NO4-FI;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56354;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A079A;A05;International;Energinet.dk/Svenska Kraftnat Kontiskan;ENDK-DK1-SE3;2014-10-06 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
56355;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10YDOM-1001A059G;A05;International;Border area Estonia Russia;EE-RU-AREA;2014-08-04 00:00:00.0000000;NULL;NULL;;NULL;Border Area;NULL;NULL;0;3
